
> enterprise-auth-backend@1.0.0 dev
> nodemon --exec "ts-node --transpile-only" src/server.ts

[33m[nodemon] 3.1.11[39m
[33m[nodemon] to restart at any time, enter `rs`[39m
[33m[nodemon] watching path(s): src\**\* prisma\**\*[39m
[33m[nodemon] watching extensions: ts,json[39m
[32m[nodemon] starting `ts-node --transpile-only src/server.ts`[39m
🚀 Server running on port 5000
📱 Environment: development
[Scheduler] Auto-complete scheduler started (runs every minute)
[Cron] Session reminder job registered (every 30 min).
[Announcement-Scheduler] Worker started (every 60 seconds)
[2026-06-02T19:54:39.024Z] GET /api/trainer/courses
[2026-06-02T19:54:39.029Z] GET /api/auth/me
[2026-06-02T19:54:39.031Z] GET /api/trainer/enrollments
[2026-06-02T19:54:39.053Z] GET /uploads/LOGONEW-1779540908772-313480976.png
[2026-06-02T19:54:39.056Z] GET /api/notifications/unread-count
[2026-06-02T19:54:39.096Z] GET /uploads/ChatGPT%20Image%20May%2010,%202026,%2002_18_26%20AM-1780274128206-852164338.png
[2026-06-02T19:54:39.097Z] GET /uploads/134051042116388395-1779402027988-142589.jpg
[2026-06-02T19:54:39.097Z] GET /uploads/ChatGPT%20Image%20May%2010,%202026,%2005_25_29%20AM-1779492818866-150938748.png
[2026-06-02T19:54:39.098Z] GET /uploads/134051042116388395-1779402018739-144267436.jpg
[2026-06-02T19:54:39.099Z] GET /uploads/134051042116388395-1779401802114-227957321.jpg
[2026-06-02T19:54:39.099Z] GET /uploads/ChatGPT%20Image%2016%20%C3%99%C2%85%C3%98%C2%A7%C3%99%C2%8A%C3%99%C2%88%202026%C3%98%C2%8C%2003_57_12%20%C3%98%C2%B5-1780259728500-23728819.png
[2026-06-02T19:54:39.103Z] GET /uploads/AAAAA-1779488468358-348722616.png
[2026-06-02T19:55:08.946Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:55:08.948Z] GET /api/trainer/enrollments
[2026-06-02T19:55:09.067Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:55:09.070Z] GET /api/notifications/unread-count
[2026-06-02T19:55:39.281Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:55:39.284Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:55:39.286Z] GET /api/trainer/enrollments
[2026-06-02T19:55:39.287Z] GET /api/notifications/unread-count
[2026-06-02T19:55:45.830Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:55:45.844Z] GET /api/notifications/unread-count
[2026-06-02T19:55:58.423Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:55:58.426Z] OPTIONS /api/trainer/explore/f6c325b8-532c-4941-ae27-266d84622973
[2026-06-02T19:55:58.427Z] OPTIONS /api/student/wishlist
[2026-06-02T19:55:58.435Z] OPTIONS /api/student/courses/f6c325b8-532c-4941-ae27-266d84622973/enrollment-status
[2026-06-02T19:55:58.438Z] OPTIONS /api/student/my-courses
[2026-06-02T19:55:58.440Z] OPTIONS /api/trainer/explore/f6c325b8-532c-4941-ae27-266d84622973
[2026-06-02T19:55:58.446Z] OPTIONS /api/student/my-courses
[2026-06-02T19:55:58.448Z] OPTIONS /api/student/wishlist
[2026-06-02T19:55:58.449Z] GET /api/trainer/enrollments
[2026-06-02T19:55:58.453Z] OPTIONS /api/student/courses/f6c325b8-532c-4941-ae27-266d84622973/enrollment-status
[2026-06-02T19:55:58.456Z] GET /api/trainer/explore/f6c325b8-532c-4941-ae27-266d84622973
[2026-06-02T19:55:58.466Z] GET /api/student/wishlist
[2026-06-02T19:55:58.473Z] GET /api/student/courses/f6c325b8-532c-4941-ae27-266d84622973/enrollment-status
[2026-06-02T19:55:58.479Z] GET /api/student/my-courses
[2026-06-02T19:55:58.482Z] GET /api/student/wishlist
[2026-06-02T19:55:58.491Z] GET /api/student/my-courses
[2026-06-02T19:55:58.498Z] GET /api/student/courses/f6c325b8-532c-4941-ae27-266d84622973/enrollment-status
[2026-06-02T19:55:58.511Z] GET /api/trainer/explore/f6c325b8-532c-4941-ae27-266d84622973
[2026-06-02T19:56:09.060Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:56:09.062Z] GET /api/notifications/unread-count
[2026-06-02T19:56:29.283Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:56:29.285Z] GET /api/trainer/enrollments
[2026-06-02T19:56:39.276Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:56:39.279Z] GET /api/notifications/unread-count
[2026-06-02T19:56:59.282Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:56:59.287Z] GET /api/trainer/enrollments
[2026-06-02T19:57:09.279Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:57:09.284Z] GET /api/notifications/unread-count
[2026-06-02T19:57:29.273Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:57:29.275Z] GET /api/trainer/enrollments
[2026-06-02T19:57:39.276Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:57:39.280Z] GET /api/notifications/unread-count
[2026-06-02T19:57:59.282Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:57:59.285Z] GET /api/trainer/enrollments
[2026-06-02T19:58:10.275Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:58:10.283Z] GET /api/notifications/unread-count
[2026-06-02T19:58:29.279Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:58:29.291Z] GET /api/trainer/enrollments
[2026-06-02T19:58:59.271Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:58:59.274Z] GET /api/trainer/enrollments
[2026-06-02T19:59:12.276Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:59:12.279Z] GET /api/notifications/unread-count
[Cron] Running session reminder check...
[2026-06-02T20:00:12.279Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:00:12.294Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:00:12.297Z] GET /api/trainer/enrollments
[2026-06-02T20:00:12.300Z] GET /api/notifications/unread-count
[2026-06-02T20:00:19.922Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:00:19.926Z] GET /api/notifications/unread-count
[2026-06-02T20:00:28.420Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:00:28.422Z] GET /api/trainer/enrollments
[2026-06-02T20:00:39.276Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:00:39.279Z] GET /api/notifications/unread-count
[2026-06-02T20:00:59.281Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:00:59.284Z] GET /api/trainer/enrollments
[2026-06-02T20:01:09.271Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:01:09.274Z] GET /api/notifications/unread-count
[2026-06-02T20:02:02.763Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:02:02.768Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:02:02.771Z] GET /api/notifications/unread-count
[2026-06-02T20:02:02.783Z] GET /api/trainer/enrollments
[2026-06-02T20:02:02.788Z] GET /api/notifications/unread-count
[2026-06-02T20:02:09.062Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:02:09.065Z] GET /api/notifications/unread-count
[2026-06-02T20:02:28.428Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:02:28.431Z] GET /api/trainer/enrollments
[2026-06-02T20:02:39.070Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:02:39.074Z] GET /api/notifications/unread-count
[2026-06-02T20:02:58.422Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:02:58.425Z] GET /api/trainer/enrollments
[2026-06-02T20:03:09.282Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:03:09.285Z] GET /api/notifications/unread-count
[2026-06-02T20:03:29.280Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:03:29.283Z] GET /api/trainer/enrollments
[2026-06-02T20:03:39.284Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:03:39.286Z] GET /api/notifications/unread-count
[2026-06-02T20:03:59.272Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:03:59.277Z] GET /api/trainer/enrollments
[2026-06-02T20:04:12.271Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:04:12.275Z] GET /api/notifications/unread-count
[2026-06-02T20:05:12.271Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:05:12.276Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:05:12.278Z] GET /api/trainer/enrollments
[2026-06-02T20:05:12.280Z] GET /api/notifications/unread-count
[2026-06-02T20:05:57.333Z] OPTIONS /api/trainer/explore/f6c325b8-532c-4941-ae27-266d84622973
[2026-06-02T20:05:57.335Z] OPTIONS /api/student/wishlist
[2026-06-02T20:05:57.336Z] OPTIONS /api/student/courses/f6c325b8-532c-4941-ae27-266d84622973/enrollment-status
[2026-06-02T20:05:57.337Z] OPTIONS /api/student/my-courses
[2026-06-02T20:05:57.338Z] GET /api/trainer/explore/f6c325b8-532c-4941-ae27-266d84622973
[2026-06-02T20:05:57.345Z] GET /api/student/wishlist
[2026-06-02T20:05:57.347Z] GET /api/student/courses/f6c325b8-532c-4941-ae27-266d84622973/enrollment-status
[2026-06-02T20:05:57.351Z] GET /api/student/my-courses
[2026-06-02T20:06:12.277Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:06:12.278Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:06:12.280Z] GET /api/trainer/enrollments
[2026-06-02T20:06:12.282Z] GET /api/notifications/unread-count
[2026-06-02T20:07:12.279Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:07:12.282Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:07:12.282Z] GET /api/trainer/enrollments
[2026-06-02T20:07:12.293Z] GET /api/notifications/unread-count
[2026-06-02T20:07:23.795Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:07:23.803Z] GET /api/notifications/unread-count
[2026-06-02T20:07:28.424Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:07:28.442Z] GET /api/trainer/enrollments
[2026-06-02T20:07:39.276Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:07:39.278Z] GET /api/notifications/unread-count
[2026-06-02T20:07:42.823Z] GET /api/notifications/unread-count
[2026-06-02T20:07:59.274Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:07:59.279Z] GET /api/trainer/enrollments
[2026-06-02T20:08:02.756Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:08:02.758Z] GET /api/notifications/unread-count
[2026-06-02T20:08:09.069Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:08:09.073Z] GET /api/notifications/unread-count
[2026-06-02T20:08:29.275Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:08:29.277Z] GET /api/trainer/enrollments
[2026-06-02T20:08:39.278Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:08:39.281Z] GET /api/notifications/unread-count
[2026-06-02T20:08:59.294Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:08:59.299Z] GET /api/trainer/enrollments
[2026-06-02T20:09:09.277Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:09:09.294Z] GET /api/notifications/unread-count
[2026-06-02T20:09:19.845Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:09:19.849Z] GET /api/notifications/unread-count
[2026-06-02T20:09:28.433Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:09:28.435Z] GET /api/trainer/enrollments
[2026-06-02T20:09:39.070Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:09:39.072Z] GET /api/notifications/unread-count
[2026-06-02T20:09:39.081Z] OPTIONS /api/auth/refresh
[2026-06-02T20:09:39.082Z] POST /api/auth/refresh
[2026-06-02T20:09:39.161Z] GET /api/notifications/unread-count
[2026-06-02T20:09:58.432Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:09:58.454Z] GET /api/trainer/enrollments
[2026-06-02T20:10:09.061Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:10:09.073Z] GET /api/notifications/unread-count
[2026-06-02T20:10:28.428Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:10:28.431Z] GET /api/trainer/enrollments
[2026-06-02T20:10:39.280Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:10:39.283Z] GET /api/notifications/unread-count
[2026-06-02T20:10:59.275Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:10:59.282Z] GET /api/trainer/enrollments
[2026-06-02T20:11:09.280Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:11:09.282Z] GET /api/notifications/unread-count
[2026-06-02T20:11:29.281Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:11:29.285Z] GET /api/trainer/enrollments
[2026-06-02T20:11:53.905Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:11:53.909Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:11:53.926Z] GET /api/notifications/unread-count
[2026-06-02T20:11:53.942Z] GET /api/notifications/unread-count
[2026-06-02T20:11:58.424Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:11:58.441Z] GET /api/trainer/enrollments
[2026-06-02T20:12:09.065Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:12:09.069Z] GET /api/notifications/unread-count
[2026-06-02T20:12:29.270Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:12:29.275Z] GET /api/trainer/enrollments
[2026-06-02T20:12:34.390Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:12:34.393Z] GET /api/notifications/unread-count
[2026-06-02T20:12:39.058Z] GET /api/notifications/unread-count
[2026-06-02T20:12:58.438Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:12:58.442Z] GET /api/trainer/enrollments
[2026-06-02T20:13:09.115Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:13:09.121Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:13:09.133Z] GET /api/notifications/unread-count
[2026-06-02T20:13:09.143Z] GET /api/notifications/unread-count
[2026-06-02T20:13:29.276Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:13:29.278Z] GET /api/trainer/enrollments
[2026-06-02T20:13:39.278Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:13:39.281Z] GET /api/notifications/unread-count
[2026-06-02T20:13:59.280Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:13:59.283Z] GET /api/trainer/enrollments
[2026-06-02T20:14:09.275Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:14:09.277Z] GET /api/notifications/unread-count
[2026-06-02T20:15:12.279Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:15:12.280Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:15:12.290Z] GET /api/trainer/enrollments
[2026-06-02T20:15:12.291Z] GET /api/notifications/unread-count
[2026-06-02T20:15:31.243Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:15:31.245Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:15:31.247Z] GET /api/notifications/unread-count
[2026-06-02T20:15:31.255Z] GET /api/trainer/enrollments
[2026-06-02T20:15:36.081Z] GET /api/notifications/unread-count
[2026-06-02T20:15:39.576Z] GET /api/trainer/enrollments
[2026-06-02T20:15:39.579Z] GET /api/trainer/explore/f6c325b8-532c-4941-ae27-266d84622973
[2026-06-02T20:15:39.580Z] GET /api/auth/me
[2026-06-02T20:15:39.595Z] OPTIONS /api/auth/refresh
[2026-06-02T20:15:39.597Z] POST /api/auth/refresh
[2026-06-02T20:15:39.636Z] OPTIONS /api/trainer/explore/f6c325b8-532c-4941-ae27-266d84622973
[2026-06-02T20:15:39.640Z] OPTIONS /api/auth/me
[2026-06-02T20:15:39.641Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:15:39.642Z] GET /api/trainer/explore/f6c325b8-532c-4941-ae27-266d84622973
[2026-06-02T20:15:39.645Z] GET /api/auth/me
[2026-06-02T20:15:39.648Z] GET /api/trainer/enrollments
[2026-06-02T20:15:39.680Z] GET /uploads/LOGONEW-1779540908772-313480976.png
[2026-06-02T20:15:39.690Z] OPTIONS /api/student/wishlist
[2026-06-02T20:15:39.691Z] OPTIONS /api/student/courses/f6c325b8-532c-4941-ae27-266d84622973/enrollment-status
[2026-06-02T20:15:39.693Z] OPTIONS /api/student/my-courses
[2026-06-02T20:15:39.694Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:15:39.697Z] GET /api/student/courses/f6c325b8-532c-4941-ae27-266d84622973/enrollment-status
[2026-06-02T20:15:39.700Z] GET /api/student/wishlist
[2026-06-02T20:15:39.705Z] GET /api/student/my-courses
[2026-06-02T20:15:39.710Z] GET /api/notifications/unread-count
[2026-06-02T20:15:39.712Z] GET /uploads/ChatGPT%20Image%2016%20%C3%99%C2%85%C3%98%C2%A7%C3%99%C2%8A%C3%99%C2%88%202026%C3%98%C2%8C%2003_57_12%20%C3%98%C2%B5-1780259728500-23728819.png
[2026-06-02T20:16:09.549Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:16:09.566Z] GET /api/trainer/enrollments
[2026-06-02T20:16:09.683Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:16:09.688Z] GET /api/notifications/unread-count
[2026-06-02T20:16:40.280Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:16:40.283Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:16:40.284Z] GET /api/trainer/enrollments
[2026-06-02T20:16:40.286Z] GET /api/notifications/unread-count
[2026-06-02T20:17:10.285Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:17:10.301Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:17:10.317Z] GET /api/trainer/enrollments
[2026-06-02T20:17:10.319Z] GET /api/notifications/unread-count
[2026-06-02T20:17:40.274Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:17:40.275Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:17:40.277Z] GET /api/trainer/enrollments
[2026-06-02T20:17:40.278Z] GET /api/notifications/unread-count
[2026-06-02T20:18:10.278Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:18:10.280Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:18:10.281Z] GET /api/trainer/enrollments
[2026-06-02T20:18:10.284Z] GET /api/notifications/unread-count
[2026-06-02T20:18:40.281Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:18:40.282Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:18:40.284Z] GET /api/trainer/enrollments
[2026-06-02T20:18:40.287Z] GET /api/notifications/unread-count
[2026-06-02T20:19:12.287Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:19:12.288Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:19:12.290Z] GET /api/trainer/enrollments
[2026-06-02T20:19:12.291Z] GET /api/notifications/unread-count
[2026-06-02T20:19:34.839Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:19:34.845Z] GET /api/notifications/unread-count
[2026-06-02T20:19:40.270Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:19:40.272Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:19:40.273Z] GET /api/trainer/enrollments
[2026-06-02T20:19:40.275Z] GET /api/notifications/unread-count
[2026-06-02T20:20:10.276Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:20:10.277Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:20:10.279Z] GET /api/trainer/enrollments
[2026-06-02T20:20:10.280Z] GET /api/notifications/unread-count
[2026-06-02T20:20:18.145Z] OPTIONS /api/trainer/explore/f6c325b8-532c-4941-ae27-266d84622973
[2026-06-02T20:20:18.146Z] OPTIONS /api/student/wishlist
[2026-06-02T20:20:18.150Z] OPTIONS /api/student/courses/f6c325b8-532c-4941-ae27-266d84622973/enrollment-status
[2026-06-02T20:20:18.151Z] OPTIONS /api/student/my-courses
[2026-06-02T20:20:18.151Z] GET /api/trainer/explore/f6c325b8-532c-4941-ae27-266d84622973
[2026-06-02T20:20:18.154Z] GET /api/student/wishlist
[2026-06-02T20:20:18.157Z] GET /api/student/courses/f6c325b8-532c-4941-ae27-266d84622973/enrollment-status
[2026-06-02T20:20:18.162Z] GET /api/student/my-courses
[2026-06-02T20:21:12.283Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:21:12.285Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:21:12.290Z] GET /api/trainer/enrollments
[2026-06-02T20:21:12.292Z] GET /api/notifications/unread-count
[2026-06-02T20:21:12.341Z] GET /api/notifications/unread-count
[2026-06-02T20:21:33.509Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:21:33.513Z] GET /api/notifications/unread-count
[2026-06-02T20:21:37.784Z] GET /api/notifications/unread-count
[2026-06-02T20:21:40.282Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:21:40.295Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:21:40.301Z] GET /api/trainer/enrollments
[2026-06-02T20:21:40.315Z] GET /api/notifications/unread-count
[2026-06-02T20:22:10.283Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:22:10.284Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:22:10.286Z] GET /api/trainer/enrollments
[2026-06-02T20:22:10.289Z] GET /api/notifications/unread-count
[2026-06-02T20:23:12.302Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:23:12.304Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:23:12.305Z] GET /api/trainer/enrollments
[2026-06-02T20:23:12.309Z] GET /api/notifications/unread-count
[2026-06-02T20:24:12.280Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:24:12.296Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:24:12.299Z] GET /api/trainer/enrollments
[2026-06-02T20:24:12.302Z] GET /api/notifications/unread-count
[2026-06-02T20:25:12.294Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:25:12.295Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:25:12.303Z] GET /api/trainer/enrollments
[2026-06-02T20:25:12.306Z] GET /api/notifications/unread-count
[2026-06-02T20:26:12.300Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:26:12.301Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:26:12.302Z] GET /api/trainer/enrollments
[2026-06-02T20:26:12.304Z] GET /api/notifications/unread-count
[2026-06-02T20:27:12.273Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:27:12.285Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:27:12.288Z] GET /api/trainer/enrollments
[2026-06-02T20:27:12.289Z] GET /api/notifications/unread-count
[2026-06-02T20:28:12.280Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:28:12.293Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:28:12.295Z] GET /api/trainer/enrollments
[2026-06-02T20:28:12.297Z] GET /api/notifications/unread-count
[2026-06-02T20:29:12.285Z] OPTIONS /api/trainer/enrollments
[2026-06-02T20:29:12.287Z] OPTIONS /api/notifications/unread-count
[2026-06-02T20:29:12.294Z] GET /api/trainer/enrollments
[2026-06-02T20:29:12.298Z] GET /api/notifications/unread-count
[Cron] Running session reminder check...
